distance_cm,temperature_c,humidity_percent,rate_change_cm,risk
313.67182020405164,39.01428612819832,80.25966679962728,-2.040245474088902,WARNING
276.5231688752142,23.119890406724053,43.19459866925097,5.9852843732480565,CRITICAL
352.1895519963455,34.161451555920905,41.13214718626914,9.09729556485983,NORMAL
391.51524893607166,24.246782213565524,50.000373196390534,-14.497864704396985,WARNING
301.7211813031214,30.495128632644757,63.75697602531636,-11.263125794058743,WARNING
354.0149921028045,22.789877213040835,56.067955669437,-9.00914470118925,WARNING
327.5318973168961,35.70351922786027,50.982058018709786,-4.572966847591651,WARNING
350.71047670654724,20.929008254399953,73.41496685457912,-14.884276289381255,WARNING
261.0587708074975,38.977710745066666,93.10976181910077,4.251920443493834,CRITICAL
301.784340759473,21.95344228012768,77.63281645816863,-6.795425187811961,WARNING
270.7464999236124,29.903538202225405,41.89136866133701,7.279612062363462,CRITICAL
293.9925968720029,33.25044568707964,57.1441091849176,-4.397959364665676,WARNING
342.94074748835754,23.69708911051054,93.32715452705072,3.253984700833435,NORMAL
409.71482006591214,37.89654700855297,72.88449883460967,7.656227050693506,NORMAL
265.04372534882634,23.919657248382904,42.487500890079595,-10.240090077102069,CRITICAL
316.07513924721195,25.426980635477918,85.5805630033561,-9.297400199192321,WARNING
297.7588666468547,30.853921663164968,47.75083237361194,4.065909422621189,WARNING
262.67360942556104,39.73773873201034,82.47346231131615,-14.038529553974827,CRITICAL
250.9387599110124,36.30922856909668,78.87715391161893,1.8702150412296206,CRITICAL
381.1159589366108,21.480893034681806,59.715615069935,-16.52392821424611,CRITICAL
396.7275823988509,32.46596253655116,58.1993913668957,-18.09324949141929,CRITICAL
302.86699469166257,26.503666440534943,80.12833980859352,-0.8732758593436074,WARNING
400.8261662379755,29.444298503238986,46.57768352660659,1.3973436166898487,NORMAL
379.33345826487255,31.225543951389923,82.40319489750085,-5.186132109068279,NORMAL
338.864580994939,28.550820367170992,41.39805197092524,-16.763257190200868,CRITICAL
255.34296156674483,32.72820822527561,57.28957895919797,-4.742879265058917,CRITICAL
404.2863005674358,24.9858445829775,62.57106076695963,2.666534156291462,NORMAL
288.89568813357585,21.53959819657586,55.93632991025724,-15.163361382379868,CRITICAL
408.0486008982374,36.16240759128834,74.83720660807329,6.14381770563153,NORMAL
386.62425307284946,23.731401177720716,89.09074491694878,-3.81973274253048,NORMAL
387.26482637789064,37.92182599846986,57.49019112345251,-16.698442264169696,CRITICAL
288.7489776321301,28.542155772525128,84.99081212573712,5.821917497690304,WARNING
251.1818621903024,30.214946051551316,62.95760517318284,-13.336765685878092,CRITICAL
270.3771124467261,26.75230342807256,91.86003371518856,-10.303912039377343,CRITICAL
338.19440569637226,34.060379177903556,59.99962813086117,9.153462481628821,NORMAL
413.61604014015893,25.035645916507285,67.3486678240812,-10.97365070549691,WARNING
298.4228840441695,20.737738947090655,73.52603836889432,-4.919629303134155,WARNING
258.7513877124982,25.57292928473223,89.95462372816596,-12.813143279990827,CRITICAL
274.63212825550795,29.78905520555126,94.21077497608303,-12.738341854654987,CRITICAL
364.26304305899936,35.232392306574354,53.07006491958198,1.8464904583557882,NORMAL
312.5231325622731,32.64611661187159,74.84413409184921,-3.926759477757244,WARNING
265.34926090924944,36.70604991178476,57.642903573445466,-14.404444688004373,CRITICAL
256.9317740643099,31.817858863764837,77.26603990132554,-19.502365132164314,CRITICAL
337.05581991087774,24.529915503958758,75.48450347251975,-14.769007129850257,WARNING
367.4594154774192,27.734706926010748,91.5201493805204,-15.874371675620203,CRITICAL
307.98127967854396,22.269470424811782,90.85814900532095,6.320180601429431,WARNING
293.85007671157643,33.199680920683576,84.94722101106687,-3.3439756520161303,WARNING
340.0405983205211,24.837045818009035,45.120652229324456,6.916472738599804,NORMAL
403.07106971776614,32.66202914546536,58.64663850767854,-9.523712761620173,WARNING
373.41246540794066,37.94220519905154,88.78975333458145,3.3962663757287146,NORMAL
359.14537984622893,21.682799299900978,48.88957927520376,6.956625655812378,NORMAL
353.09294014213026,20.183941032332594,45.58093485763177,-0.09494692675832539,NORMAL
250.8604692538572,23.216161028349973,70.18035841516223,0.756855930780798,CRITICAL
360.8334141154421,24.485386189211198,79.16985717411447,-12.882527375095998,WARNING
305.3179486870755,34.92982810236048,75.7298094475968,5.476702314825339,WARNING
361.79419169105836,31.36617206670943,45.152112230545086,-8.968525908216995,WARNING
295.0844025058933,24.87979286758167,93.51558051138451,-8.207068259997188,WARNING
401.6479143801092,32.62277251994526,83.71462169479067,-4.920887206844236,NORMAL
348.07366038648104,29.850353876377277,50.738364328892445,1.6735634578451588,NORMAL
297.7313016149455,20.486319328629076,75.50097627489423,-14.686679617788531,WARNING
409.8779593399954,39.07857154005175,90.31754146212467,-8.895238992336669,WARNING
252.62762480990747,38.566371251754504,63.55012815745229,8.999644571310085,CRITICAL
413.815396105173,37.060189109347206,56.19468906382721,-8.447068141942243,WARNING
394.6932341578657,26.338440103125553,49.32210106773509,-3.2959621262494956,NORMAL
409.1463116073328,33.920595933499456,71.35336435491507,-17.084705186876946,CRITICAL
354.5512285388588,39.801077002085265,47.70462083800882,-4.450110429087898,NORMAL
399.15342222775246,34.81537235508409,78.33586575473973,1.0745225196132786,NORMAL
311.11349570735837,25.871836885289866,84.51486355131826,4.303401840375422,WARNING
397.4022941586176,38.26481105112943,68.12383193735158,-4.954511159384012,NORMAL
385.7101804243518,32.999278615555305,78.60817824917368,3.8737800830830302,NORMAL
401.3009081089863,26.759903137030715,60.65706239519692,-17.18054180477393,CRITICAL
348.3076239693496,20.71884547593484,65.60789099728531,-3.720660958772701,NORMAL
298.7120128618084,31.816665211380215,41.67751374664772,-18.87955433752357,CRITICAL
389.8420953121419,27.20381282822526,46.98832819585366,-4.332702198355868,NORMAL
380.89890402676383,24.316420549936865,74.25897617004502,-17.43957605018696,CRITICAL
258.7858925986633,30.62709263136296,69.73493168855586,-0.8771029550538039,CRITICAL
373.43552673285245,39.517041589250695,68.39651915656574,-10.31130581176262,WARNING
385.18165311067963,25.416645025241486,64.14342813880998,-17.64630855973202,CRITICAL
254.30962638062778,39.2529682935585,85.97890662817133,0.8792261828109389,CRITICAL
319.5220005504259,23.465886401416917,48.604037346909735,-12.49271305506214,WARNING
343.3685330000405,34.29191845400125,76.31085571947523,-11.601983091621715,WARNING
412.327097712743,34.75793833391537,70.48947288812704,-1.6483776129694334,NORMAL
321.3320106127243,24.95461979002315,59.578497325819384,2.7353833139310737,WARNING
252.4468930670585,22.321452810138325,42.5301453111964,-18.778135930430896,CRITICAL
395.4282992818712,34.07315718760047,66.07956059980289,-17.064975180469958,CRITICAL
333.57469876986147,29.469435415611315,49.526102845050836,-6.98445052286081,NORMAL
317.7458048475535,32.317001961044326,74.93015079772042,-18.640879706838664,CRITICAL
313.6841444865001,32.51719831428473,67.67249422190483,5.694695235649668,WARNING
361.97791737522067,23.258688541628594,43.88128110702364,-0.7274216538105307,NORMAL
254.5069227920757,31.715511625469265,91.71266327837267,-2.7357746637236318,CRITICAL
315.98888745510874,32.86576436884707,65.20390897703342,-3.6314963205219506,WARNING
410.0490174920093,27.722052756015486,92.86548101031528,7.160519258681912,NORMAL
283.2844929141804,21.38722601750331,45.54279007575847,-19.453345230453507,CRITICAL
266.0553033285078,33.66013546832714,43.915375665312595,-10.43073109118716,CRITICAL
393.6288028648073,20.465438714716516,84.79576654239148,-11.544356756798003,WARNING
270.08802069568156,33.934743307283014,74.59185657289362,6.32416040581159,CRITICAL
374.9620774466606,36.06961860769697,55.51190149142185,-14.676813686608316,WARNING
377.6045077789459,36.136694785345284,94.47778281003704,-7.621469692657206,WARNING
313.2430745847731,35.528259214839935,58.74419471391598,7.922719768106941,WARNING
395.930167813312,28.579880547500366,81.29790872853235,2.6362862225404697,NORMAL
267.53105770210857,38.05105813359133,67.78888048463214,4.793723983232248,CRITICAL
304.408432175204,37.91046456992401,61.40609233037897,-19.674870455591048,CRITICAL
403.91493599127483,21.82573353572267,57.56225006747282,8.501859011524147,NORMAL
411.6032149793846,31.46875776246572,74.75104666933896,-6.546634340650407,NORMAL
299.84583118867096,26.57329090739832,76.98851508423712,2.5712358831303987,WARNING
384.56843743339425,35.79236285589108,45.01633566767797,-5.1673908589225555,NORMAL
259.78498920282954,30.990577646474712,64.28417757553574,6.631125482748992,CRITICAL
309.65555213385335,22.341340328552118,47.86454251290597,2.845318951524167,WARNING
355.09707076376435,22.022453522455805,44.625874336324856,1.0290739437736,NORMAL
262.3697110819129,36.437201185807126,78.84332249360729,-17.559536580743007,CRITICAL
264.42241139448265,39.73279157002351,60.58489376658662,-8.880735587993273,CRITICAL
388.17592643377543,38.94497154767717,94.23005851025789,2.601345557768248,NORMAL
313.96412954025567,21.670014333973377,82.74308037600903,-3.247872507925848,WARNING
322.11774157198596,38.12708770189472,46.11586152683832,-5.221246871274225,WARNING
251.93011961046125,29.373212839882527,43.09668016250105,-16.435462511957844,CRITICAL
269.97946195210784,32.984206042321276,81.03246835959828,-2.49893704708521,CRITICAL
413.5693332406721,27.49741159047408,55.714164745502345,6.057973845683808,NORMAL
288.0112925483069,39.264450788812226,40.6684961079399,9.096364801229171,WARNING
257.3371850315979,37.82286227396142,69.0235609997465,9.788943883579009,CRITICAL
262.5454160050178,31.077085688026415,93.31163945905044,-4.3070646748955355,CRITICAL
356.9977684829946,33.914973779692346,64.99975856222753,-1.1732575974780985,NORMAL
349.333433026927,38.02316020981978,42.49955091878018,-11.571104312233091,WARNING
411.569952293015,37.80527567781833,65.06112140321422,-1.3960220659538969,NORMAL
297.15480110679255,23.762423194475225,65.50341227169902,-9.399433159218415,WARNING
349.2215390146483,21.554692739299696,93.59171442163915,9.586322334388086,NORMAL
368.6874913833567,30.72192732688241,57.02401889574803,4.413850591208462,NORMAL
366.4042993341595,23.252338786897827,90.10099514716134,4.676117287695071,NORMAL
411.4659852596271,34.5143901677672,73.73783577646844,-7.452708911281434,WARNING
408.5638421701823,37.32127779000817,42.48702685584042,-19.20899076508244,CRITICAL
313.9987723692684,36.21106661563665,94.30018711232194,-15.487493266894155,CRITICAL
351.002221609863,27.61781713262043,93.34529187980317,5.263567694071259,NORMAL
392.51587980089346,29.373863195899403,62.815072628571585,-11.797787842078813,WARNING
259.5838344306576,37.29444752510106,84.70955550215427,9.991530198583916,CRITICAL
419.4282623025639,31.10863411205255,82.29430783492808,8.34297189647284,NORMAL
394.4400564151599,24.94696203486395,64.77992744205514,-16.12521754545515,CRITICAL
412.1886746339828,32.1234926890176,52.57535430269045,0.15102053217570344,NORMAL
355.0818008778423,27.163254360656808,46.2456675709796,0.14719586778398863,NORMAL
338.4523091536449,35.44636783471279,68.60899256115964,5.565445009556203,NORMAL
343.82416259166257,31.218759430707728,88.21594814620897,-7.895514013628089,WARNING
272.7825888366089,20.57565352626678,81.53254906204904,-1.3907134593960606,CRITICAL
369.693560576868,24.259283230178212,47.50043115727234,-19.563660029963543,CRITICAL
309.5998849971215,31.79835373709266,61.57342248048528,-6.875752339288129,WARNING
403.70697806393724,26.965109340466007,68.26942190378959,3.5095903822342933,NORMAL
317.41227299461593,32.44173400455747,87.43000398107098,8.485618709729263,WARNING
275.00249175793647,38.53175250322989,67.0663961193746,-12.25266835103125,CRITICAL
328.05307856050445,39.60065150570954,67.09399516960784,-10.137451691374753,WARNING
357.6781452338434,24.802912375563864,44.17248304597651,-16.133608342680525,CRITICAL
271.76779262282133,23.038053870245886,47.63549449571756,-0.7737576559035624,CRITICAL
280.91961434785463,26.913345666477262,89.32336254483064,-5.781150792113829,WARNING
363.4848155485746,23.446397424032597,50.57589603447689,-18.773941512005635,CRITICAL
278.718960722268,25.57180678063917,49.73557663522108,-17.338923987288332,CRITICAL
270.50809808710216,29.215575360654515,51.348354512318586,-9.071904168557737,CRITICAL
